,Unnamed: 0,sms,happy,joke,astonished,angry,bored,heart,filter,tokens
4721,14263,"Arf. Pareil, c sa faute si je sors pas d'ailleurs!",False,False,False,False,True,False,True,"['Arf', '.', 'Pareil', ',', 'c', 'sa', 'faute', 'si', 'je', 'sors', 'pas', ""d'"", 'ailleurs', '!']"
4722,14264,Yes indeed,False,True,False,False,False,False,True,"['Yes', 'indeed']"
4723,14267,Pareil j'ai rien fait encore pour le bac blanc de philo et hist et j'ai reviser un peu la ses,False,False,False,True,False,False,True,"['Pareil', ""j'"", 'ai', 'rien', 'fait', 'encore', 'pour', 'le', 'bac', 'blanc', 'de', 'philo', 'et', 'hist', 'et', ""j'"", 'ai', 'reviser', 'un', 'peu', 'la', 'ses']"
4724,14274,D'accord et ce matin restée chez moi et ensuite avais une brosse à dents et une tablette de chocolat à acheter d'où la pluie toi? Hier soir ça a été?,True,False,False,False,False,False,True,"[""D'"", 'accord', 'et', 'ce', 'matin', 'restée', 'chez', 'moi', 'et', 'ensuite', 'avais', 'une', 'brosse', 'à', 'dents', 'et', 'une', 'tablette', 'de', 'chocolat', 'à', 'acheter', ""d'"", 'où', 'la', 'pluie', 'toi', '?', 'Hier', 'soir', 'ça', 'a', 'été', '?']"
4726,14286,Ok ca marche ! Demain ca sera surement tard aussi vu les cours,False,False,False,True,False,False,True,"['Ok', 'ca', 'marche', '!', 'Demain', 'ca', 'sera', 'surement', 'tard', 'aussi', 'vu', 'les', 'cours']"
4728,14289,Je te dirai en rentrant!,True,False,False,False,False,False,True,"['Je', 'te', 'dirai', 'en', 'rentrant', '!']"
4729,14293,comment ça ???,False,False,True,False,False,False,True,"['comment', 'ça', '???']"
4730,14298,ça T'a déjà fait ce les règles? Mais T'as pris un cachet ??,False,False,True,False,False,False,True,"['ça', ""T'"", 'a', 'déjà', 'fait', 'ce', 'les', 'règles', '?', 'Mais', ""T'"", 'as', 'pris', 'un', 'cachet', '??']"
4734,14308,"Ouais, je l'emprunterai à un pote.",False,True,False,False,False,False,True,"['Ouais', ',', 'je', ""l'"", 'emprunterai', 'à', 'un', 'pote', '.']"
4735,14315,Ouais.. Pfff chelou ! Quelle idée aussi d'aimer que les gens bizarres,True,False,False,False,False,False,True,"['Ouais', '..', 'Pfff', 'chelou', '!', 'Quelle', 'idée', 'aussi', ""d'"", 'aimer', 'que', 'les', 'gens', 'bizarres']"
4736,14316,Putain ! Cocufiage ?,False,False,True,False,False,False,True,"['Putain', '!', 'Cocufiage', '?']"
4737,14317,Je vais pas tarder a repartir mais quand j arriverai il sera 22h voir plus alors je te souhaite une bonne fin de soiree au cas ou prepare bien toutes tes affaires pense que normalement la pluiz arrive passe une bonne nuit je te fais pleins de gros bisous . Fais toi une tisane si tu as le tzmps cela te fera du bien .... Tu as beaucoyp de trucs a rattraper pour les cours ?,False,False,False,False,False,True,True,"['Je', 'vais', 'pas', 'tarder', 'a', 'repartir', 'mais', 'quand', 'j', 'arriverai', 'il', 'sera', '22', 'h', 'voir', 'plus', 'alors', 'je', 'te', 'souhaite', 'une', 'bonne', 'fin', 'de', 'soiree', 'au', 'cas', 'ou', 'prepare', 'bien', 'toutes', 'tes', 'affaires', 'pense', 'que', 'normalement', 'la', 'pluiz', 'arrive', 'passe', 'une', 'bonne', 'nuit', 'je', 'te', 'fais', 'pleins', 'de', 'gros', 'bisous', '.', 'Fais', 'toi', 'une', 'tisane', 'si', 'tu', 'as', 'le', 'tzmps', 'cela', 'te', 'fera', 'du', 'bien', '....', 'Tu', 'as', 'beaucoyp', 'de', 'trucs', 'a', 'rattraper', 'pour', 'les', 'cours', '?']"
4738,14318,"Ah cool alors lol Elle me parle pu, enfin c'est comme ça.",True,False,False,False,False,False,True,"['Ah', 'cool', 'alors', 'lol', 'Elle', 'me', 'parle', 'pu', ',', 'enfin', ""c'"", 'est', 'comme', 'ça', '.']"
4739,14325,Tu me manques...pense a moi!!! Tout va bien? Moi aussi je t'aime,False,False,False,False,False,True,True,"['Tu', 'me', 'manques...pense', 'a', 'moi', '!!!', 'Tout', 'va', 'bien', '?', 'Moi', 'aussi', 'je', ""t'"", 'aime']"
4742,14344,Good night my lover,False,False,False,False,False,True,True,"['Good', 'night', 'my', 'lover']"
4743,14345,Merchhi mon bebou!! Je t'aime fort fort fort,False,False,False,False,False,True,True,"['Merchhi', 'mon', 'bebou', '!!', 'Je', ""t'"", 'aime', 'fort', 'fort', 'fort']"
4744,14352,Pfff la galère.tu fais chier c'est la merde de trouver un déguisement.,False,True,False,False,False,False,True,"['Pfff', 'la', 'galère.tu', 'fais', 'chier', ""c'"", 'est', 'la', 'merde', 'de', 'trouver', 'un', 'déguisement', '.']"
4745,14355,Mmm... Bonne idee,False,False,False,False,False,True,True,"['Mmm', '...', 'Bonne', 'idee']"
4747,14363,Oui mon coeur!! Je t'ai pas repondu parce que ca allait te reprendre des sous... tout va bien?,False,False,False,False,False,True,True,"['Oui', 'mon', 'coeur', '!!', 'Je', ""t'"", 'ai', 'pas', 'repondu', 'parce', 'que', 'ca', 'allait', 'te', 'reprendre', 'des', 'sous', '...', 'tout', 'va', 'bien', '?']"
4748,14364,"Bon laisse betom ca ira m'en OUF ! Dis moi quand tu y es, on vient de commander nous au tommys",False,True,False,False,False,False,True,"['Bon', 'laisse', 'betom', 'ca', 'ira', ""m'"", 'en', 'OUF', '!', 'Dis', 'moi', 'quand', 'tu', 'y', 'es', ',', 'on', 'vient', 'de', 'commander', 'nous', 'au', 'tommys']"
4749,14365,Ooooh mais pourquoi..c'tait quoi..,False,False,False,True,False,False,True,"['Ooooh', 'mais', ""pourquoi..c'"", 'tait', 'quoi', '..']"
4750,14368,bonne nuit mon boutchou ! Je t'aime aussi,True,False,False,False,False,False,True,"['bonne', 'nuit', 'mon', 'boutchou', '!', 'Je', ""t'"", 'aime', 'aussi']"
4751,14370,"Lol c'est [_forename_] qui vient nous chercher amour, c'est [_forename_] qui voit! T'inquietes pas",False,False,False,False,False,True,True,"['Lol', ""c'"", 'est', '[', '_forename_', ']', 'qui', 'vient', 'nous', 'chercher', 'amour', ',', ""c'"", 'est', '[', '_forename_', ']', 'qui', 'voit', '!', ""T'"", 'inquietes', 'pas']"
4752,14371,Bisous doux mon cheri.. Rate pas le vol hein,False,False,False,False,False,True,True,"['Bisous', 'doux', 'mon', 'cheri', '..', 'Rate', 'pas', 'le', 'vol', 'hein']"
4753,14373,Oui oui amour! Pas trop tard,False,False,False,False,False,True,True,"['Oui', 'oui', 'amour', '!', 'Pas', 'trop', 'tard']"
4754,14374,Ca y est on est parti mon amoureux.. Vite vite demain. JE T'AIME,False,False,False,False,False,True,True,"['Ca', 'y', 'est', 'on', 'est', 'parti', 'mon', 'amoureux', '..', 'Vite', 'vite', 'demain', '.', 'JE', ""T'"", 'AIME']"
4755,14375,"Je dors amour! A demain, 13h",False,False,False,False,False,True,True,"['Je', 'dors', 'amour', '!', 'A', 'demain', ',', '13', 'h']"
4756,14377,Avec plaisir!!!,False,True,False,False,False,False,True,"['Avec', 'plaisir', '!!!']"
4757,14380,Cool amour,False,False,False,False,False,True,True,"['Cool', 'amour']"
4758,14381,Ha cool montpellier j'etudie la-bas moi. Et ca marche pour msn,False,True,False,False,False,False,True,"['Ha', 'cool', 'montpellier', ""j'"", 'etudie', 'la', '-', 'bas', 'moi', '.', 'Et', 'ca', 'marche', 'pour', 'msn']"
4759,14382,C'est pas comme si tu connaissais pas la réponse,False,True,False,False,False,False,True,"[""C'"", 'est', 'pas', 'comme', 'si', 'tu', 'connaissais', 'pas', 'la', 'réponse']"
4760,14385,"Je viens vers 13h jusqu'a ce que tu partes, ca le fait? Dis moi, je t'aime",False,False,False,False,False,True,True,"['Je', 'viens', 'vers', '13', 'h', ""jusqu'"", 'a', 'ce', 'que', 'tu', 'partes', ',', 'ca', 'le', 'fait', '?', 'Dis', 'moi', ',', 'je', ""t'"", 'aime']"
4761,14386,Ca roule,False,False,False,False,False,True,True,"['Ca', 'roule']"
4762,14388,Heureusement que j'ai mis mon chapeau : j'ai été prise en photo,False,False,False,True,False,False,True,"['Heureusement', 'que', ""j'"", 'ai', 'mis', 'mon', 'chapeau', ':', ""j'"", 'ai', 'été', 'prise', 'en', 'photo']"
4764,14393,"[_nickname_] , [_nickname_] et moi sommes au lit. Souhaitons être réveillées pour 19h pour manger le buffet . Love",False,True,False,False,False,False,True,"['[', '_nickname_', ']', ',', '[', '_nickname_', ']', 'et', 'moi', 'sommes', 'au', 'lit', '.', 'Souhaitons', 'être', 'réveillées', 'pour', '19', 'h', 'pour', 'manger', 'le', 'buffet', '.', 'Love']"
4765,14398,3,False,False,False,False,False,True,True,['3']
4766,14401,J'ai le temps de regarder plus belle la vie avant un ptit appel?,False,False,False,False,False,True,True,"[""J'"", 'ai', 'le', 'temps', 'de', 'regarder', 'plus', 'belle', 'la', 'vie', 'avant', 'un', 'ptit', 'appel', '?']"
4767,14403,C'etait trop bien,False,False,False,False,False,True,True,"[""C'"", 'etait', 'trop', 'bien']"
4768,14405,"Jte promets que je serai plus chiante comme au debut de l'annee. J'ai vu ta ptite vie un peu a st jean, tu as passe du temps pendant ces vacances avec moi, on s'aime trop! Ca m'a fait beaucoup de bien",False,False,False,False,False,True,True,"['Jte', 'promets', 'que', 'je', 'serai', 'plus', 'chiante', 'comme', 'au', 'debut', 'de', ""l'"", 'annee', '.', ""J'"", 'ai', 'vu', 'ta', 'ptite', 'vie', 'un', 'peu', 'a', 'st', 'jean', ',', 'tu', 'as', 'passe', 'du', 'temps', 'pendant', 'ces', 'vacances', 'avec', 'moi', ',', 'on', ""s'"", 'aime', 'trop', '!', 'Ca', ""m'"", 'a', 'fait', 'beaucoup', 'de', 'bien']"
4769,14408,"Trooop bien, j'avais pas tilte",False,False,False,False,False,True,True,"['Trooop', 'bien', ',', ""j'"", 'avais', 'pas', 'tilte']"
4770,14409,Pffffff je lâche l'affaire et mange mon bon pour un verre,False,True,False,False,False,False,True,"['Pffffff', 'je', 'lâche', ""l'"", 'affaire', 'et', 'mange', 'mon', 'bon', 'pour', 'un', 'verre']"
4771,14411,"C'etait avec plaisir ma cherie! On remet ca au plus vite, prends bien soin de toi",False,False,False,False,False,True,True,"[""C'"", 'etait', 'avec', 'plaisir', 'ma', 'cherie', '!', 'On', 'remet', 'ca', 'au', 'plus', 'vite', ',', 'prends', 'bien', 'soin', 'de', 'toi']"
4772,14412,"Non, je lui ai niaisement souri",False,False,False,True,False,False,True,"['Non', ',', 'je', 'lui', 'ai', 'niaisement', 'souri']"
4773,14413,"Pffffff j'ai déjà tenté avec [_forename_] , et a part m'expliquer qu'on a rien en commun, ça ne m'a pas mener loin",False,True,False,False,False,False,True,"['Pffffff', ""j'"", 'ai', 'déjà', 'tenté', 'avec', '[', '_forename_', ']', ',', 'et', 'a', 'part', ""m'"", 'expliquer', ""qu'"", 'on', 'a', 'rien', 'en', 'commun', ',', 'ça', 'ne', ""m'"", 'a', 'pas', 'mener', 'loin']"
4774,14414,"Je sais pas ce qui m'a pris : un syndrome [_forename_] , j'ai eu l'air d'une pintade",False,True,False,False,False,False,True,"['Je', 'sais', 'pas', 'ce', 'qui', ""m'"", 'a', 'pris', ':', 'un', 'syndrome', '[', '_forename_', ']', ',', ""j'"", 'ai', 'eu', ""l'"", 'air', ""d'"", 'une', 'pintade']"
4775,14415,"Pour le brunch, en fonction de ta course, ce que tu préfères. Si on fait l'ouverture, on a l'habitude",False,True,False,False,False,False,True,"['Pour', 'le', 'brunch', ',', 'en', 'fonction', 'de', 'ta', 'course', ',', 'ce', 'que', 'tu', 'préfères', '.', 'Si', 'on', 'fait', ""l'"", 'ouverture', ',', 'on', 'a', ""l'"", 'habitude']"
4776,14423,tkt j'arrive à lire les longues phrases! bisous bonne nuit,False,False,False,False,False,True,True,"['tkt', ""j'"", 'arrive', 'à', 'lire', 'les', 'longues', 'phrases', '!', 'bisous', 'bonne', 'nuit']"
4777,14425,"Le jour ou tu arriveras avant moi a un rdv, je changerai d'avis",False,True,False,False,False,False,True,"['Le', 'jour', 'ou', 'tu', 'arriveras', 'avant', 'moi', 'a', 'un', 'rdv', ',', 'je', 'changerai', ""d'"", 'avis']"
4779,14435,Merci :'( bonne nuit ma chérinette,False,False,False,False,False,True,True,"['Merci', ':', ""'"", '(', 'bonne', 'nuit', 'ma', 'chérinette']"
4780,14438,Ah lol on gere,False,True,False,False,False,False,True,"['Ah', 'lol', 'on', 'gere']"
4781,14440,Je croyais que tu l'avais commandé.,False,True,False,False,False,False,True,"['Je', 'croyais', 'que', 'tu', ""l'"", 'avais', 'commandé', '.']"
4782,14444,Eh ben bravo ! Premier jour premier retard,False,True,False,False,False,False,True,"['Eh', 'ben', 'bravo', '!', 'Premier', 'jour', 'premier', 'retard']"
4783,14447,Et si,False,False,False,True,False,False,True,"['Et', 'si']"
4784,14448,Je dois y aller tout a l'heure j'ai partiel. J'ai juste envie d'etre avec toi a la maison,False,False,False,True,False,False,True,"['Je', 'dois', 'y', 'aller', 'tout', 'a', ""l'"", 'heure', ""j'"", 'ai', 'partiel', '.', ""J'"", 'ai', 'juste', 'envie', ""d'"", 'etre', 'avec', 'toi', 'a', 'la', 'maison']"
4785,14451,where we will you be ? I guess I will be iN Avignon.,False,False,False,True,False,False,True,"['where', 'we', 'will', 'you', 'be', '?', 'I', 'guess', 'I', 'will', 'be', 'iN', 'Avignon', '.']"
4786,14453,Ouais jsuis en cours on a pas eu de pause et jai trop envie de faire pipi... Et comme jpeux pas je suis triste parce que ca veux dire que je vais faire sur moi... Ca me rend triste mdr tes ou?,False,False,False,True,False,False,True,"['Ouais', 'jsuis', 'en', 'cours', 'on', 'a', 'pas', 'eu', 'de', 'pause', 'et', 'jai', 'trop', 'envie', 'de', 'faire', 'pipi', '...', 'Et', 'comme', 'jpeux', 'pas', 'je', 'suis', 'triste', 'parce', 'que', 'ca', 'veux', 'dire', 'que', 'je', 'vais', 'faire', 'sur', 'moi', '...', 'Ca', 'me', 'rend', 'triste', 'mdr', 'tes', 'ou', '?']"
4788,14455,Keep an eye on him for the party ... Please hurting so bad,False,False,False,True,False,False,True,"['Keep', 'an', 'eye', 'on', 'him', 'for', 'the', 'party', '...', 'Please', 'hurting', 'so', 'bad']"
4789,14456,Ha tu vois!,False,False,True,False,False,False,True,"['Ha', 'tu', 'vois', '!']"
4790,14457,Yes,False,False,False,True,False,False,True,['Yes']
4791,14458,Non la chance est partie pour l'autre fin il a voulu qu'elle parte,False,True,False,False,False,False,True,"['Non', 'la', 'chance', 'est', 'partie', 'pour', ""l'"", 'autre', 'fin', 'il', 'a', 'voulu', ""qu'"", 'elle', 'parte']"
4792,14460,Hohoho Chaton pauvre en credit,False,False,False,False,False,True,True,"['Hohoho', 'Chaton', 'pauvre', 'en', 'credit']"
4793,14466,Études ce soir ou repos?,False,True,False,False,False,False,True,"['Études', 'ce', 'soir', 'ou', 'repos', '?']"
4794,14470,Ah bien pr ta lecture combien de pages sur combien?,True,False,False,False,False,False,True,"['Ah', 'bien', 'pr', 'ta', 'lecture', 'combien', 'de', 'pages', 'sur', 'combien', '?']"
4796,14475,"Non, j'ai pas du tout le moral je viens de me faire quitter par mon copain .. donc j'ai besoin de rentrer chez moi. Tenez moi au courant pour le 12 mais c'est chaud.",False,False,False,True,False,False,True,"['Non', ',', ""j'"", 'ai', 'pas', 'du', 'tout', 'le', 'moral', 'je', 'viens', 'de', 'me', 'faire', 'quitter', 'par', 'mon', 'copain', '..', 'donc', ""j'"", 'ai', 'besoin', 'de', 'rentrer', 'chez', 'moi', '.', 'Tenez', 'moi', 'au', 'courant', 'pour', 'le', '12', 'mais', ""c'"", 'est', 'chaud', '.']"
4797,14476,[_forename_] m'a quitté ...,False,False,False,True,False,False,True,"['[', '_forename_', ']', ""m'"", 'a', 'quitté', '...']"
4798,14477,Pas la force d'aller en partiel,False,False,False,True,False,False,True,"['Pas', 'la', 'force', ""d'"", 'aller', 'en', 'partiel']"
4799,14484,Cest ue2 je crois non??? Jai parlé de ecg!? O.o euh du coup je doute je regarde des que je suis rentree! Et jai pas pu aller voir en salle de tuto jirais demain mais je pense quil y en aura pas... Mais vu que lundi ya la colle dentrainement on pourra aller voir! La fac est moi c lamour fouuu!,False,False,False,False,False,True,True,"['Cest', 'ue2', 'je', 'crois', 'non', '???', 'Jai', 'parlé', 'de', 'ecg', '!', '?', 'O.o', 'euh', 'du', 'coup', 'je', 'doute', 'je', 'regarde', 'des', 'que', 'je', 'suis', 'rentree', '!', 'Et', 'jai', 'pas', 'pu', 'aller', 'voir', 'en', 'salle', 'de', 'tuto', 'jirais', 'demain', 'mais', 'je', 'pense', 'quil', 'y', 'en', 'aura', 'pas', '...', 'Mais', 'vu', 'que', 'lundi', 'ya', 'la', 'colle', 'dentrainement', 'on', 'pourra', 'aller', 'voir', '!', 'La', 'fac', 'est', 'moi', 'c', 'lamour', 'fouuu', '!']"
4800,14485,Aïe...dur je compatis,False,False,False,True,False,False,True,"['Aïe...dur', 'je', 'compatis']"
4801,14486,Rolala... pas cool ça !,False,False,False,True,False,False,True,"['Rolala', '...', 'pas', 'cool', 'ça', '!']"
4804,14495,"Comme je suis une fille honnête et franche. Si tu envisages sérieusement de m'inviter au resto, je serai ravie de te voir et de passer la soirée avec toi. En revanche, la nuit, je la passe seule dans mon lit",False,True,False,False,False,False,True,"['Comme', 'je', 'suis', 'une', 'fille', 'honnête', 'et', 'franche', '.', 'Si', 'tu', 'envisages', 'sérieusement', 'de', ""m'"", 'inviter', 'au', 'resto', ',', 'je', 'serai', 'ravie', 'de', 'te', 'voir', 'et', 'de', 'passer', 'la', 'soirée', 'avec', 'toi', '.', 'En', 'revanche', ',', 'la', 'nuit', ',', 'je', 'la', 'passe', 'seule', 'dans', 'mon', 'lit']"
4805,14499,Pour te dire ce que je ne peux pas ecrire il faudrait que j'invente des mots qui existent meme pas dans le dico... C'est toi que je t aime........................................................................................................................vachement beaucoup!!!,False,False,False,False,False,True,True,"['Pour', 'te', 'dire', 'ce', 'que', 'je', 'ne', 'peux', 'pas', 'ecrire', 'il', 'faudrait', 'que', ""j'"", 'invente', 'des', 'mots', 'qui', 'existent', 'meme', 'pas', 'dans', 'le', 'dico', '...', ""C'"", 'est', 'toi', 'que', 'je', 't', 'aime........................................................................................................................vachement', 'beaucoup', '!!!']"
4806,14500,Je t aime ma cherie,False,False,False,False,False,True,True,"['Je', 't', 'aime', 'ma', 'cherie']"
4807,14502,Oui je t ai pas vu ce matin,True,False,False,False,False,False,True,"['Oui', 'je', 't', 'ai', 'pas', 'vu', 'ce', 'matin']"
4808,14503,Bah j'ai regarder si je te croisais,True,False,False,False,False,False,True,"['Bah', ""j'"", 'ai', 'regarder', 'si', 'je', 'te', 'croisais']"
4809,14504,Euh j'evite de sauter sur les gens pk tu pense a ca ?!,True,False,False,False,False,False,True,"['Euh', ""j'"", 'evite', 'de', 'sauter', 'sur', 'les', 'gens', 'pk', 'tu', 'pense', 'a', 'ca', '?', '!']"
4810,14507,T es froid!,False,False,False,True,False,False,True,"['T', 'es', 'froid', '!']"
4812,14512,C'est plat y a rien il se passe rien,False,True,False,False,False,False,True,"[""C'"", 'est', 'plat', 'y', 'a', 'rien', 'il', 'se', 'passe', 'rien']"
4813,14514,Lol. Merci. Gr bisx a vous 2,False,False,False,False,False,True,True,"['Lol', '.', 'Merci', '.', 'Gr', 'bisx', 'a', 'vous', '2']"
4814,14515,"Cc resultat analyse ct juste pour mn groupe sanguin, et mes anti-corps... Rien de + mes globules rouges sont + nmbreux ce qui prouve quil ya bien la grossesse. Alè repos, repos pour ke l ambryon montre son nez le 9. Bisx",False,False,False,True,False,False,True,"['Cc', 'resultat', 'analyse', 'ct', 'juste', 'pour', 'mn', 'groupe', 'sanguin', ',', 'et', 'mes', 'anti', '-', 'corps', '...', 'Rien', 'de', '+', 'mes', 'globules', 'rouges', 'sont', '+', 'nmbreux', 'ce', 'qui', 'prouve', 'quil', 'ya', 'bien', 'la', 'grossesse', '.', 'Alè', 'repos', ',', 'repos', 'pour', 'ke', 'l', 'ambryon', 'montre', 'son', 'nez', 'le', '9.', 'Bisx']"
4815,14516,"Et une grosse pensée pour toi !!! J'espère que tout va bien pour toi, et qu'on pourra manger ensemble bientôt Gros bisous !!!",False,True,False,False,False,False,True,"['Et', 'une', 'grosse', 'pensée', 'pour', 'toi', '!!!', ""J'"", 'espère', 'que', 'tout', 'va', 'bien', 'pour', 'toi', ',', 'et', ""qu'"", 'on', 'pourra', 'manger', 'ensemble', 'bientôt', 'Gros', 'bisous', '!!!']"
4816,14518,!!!!!!,False,False,False,False,False,True,True,['!!!!!!']
4818,14524,Oh trop cool la [_surname_] avec son new phone ahah ! Bisous,False,False,False,False,False,True,True,"['Oh', 'trop', 'cool', 'la', '[', '_surname_', ']', 'avec', 'son', 'new', 'phone', 'ahah', '!', 'Bisous']"
4821,14535,Moi je l'ecrirai traumatiser,True,False,False,False,False,False,True,"['Moi', 'je', ""l'"", 'ecrirai', 'traumatiser']"
4822,14536,Ok pas de problème,True,False,False,False,False,False,True,"['Ok', 'pas', 'de', 'problème']"
4823,14538,Tu me dis ca comme ca,False,False,True,False,False,False,True,"['Tu', 'me', 'dis', 'ca', 'comme', 'ca']"
4824,14539,merci,True,False,False,False,False,False,True,['merci']
4825,14542,Les bouchons sur la route de ganges c'est impressionant! Le tram est que dans 10 minutes deg... Bisous bisous à tte Mon chéri,True,False,False,False,False,False,True,"['Les', 'bouchons', 'sur', 'la', 'route', 'de', 'ganges', ""c'"", 'est', 'impressionant', '!', 'Le', 'tram', 'est', 'que', 'dans', '10', 'minutes', 'deg', '...', 'Bisous', 'bisous', 'à', 'tte', 'Mon', 'chéri']"
4826,14546,Pareil....je galere j'y arrive pas,False,False,False,True,False,False,True,"['Pareil....je', 'galere', ""j'"", 'y', 'arrive', 'pas']"
4827,14547,mais oui t'es trop fort,False,True,False,False,False,False,True,"['mais', 'oui', ""t'"", 'es', 'trop', 'fort']"
4828,14548,[_forename_] ! Je comprend pas jy arrive pas voilà ce que le prof nous à donné et on doit faire des phrases dessus !,False,False,False,True,False,False,True,"['[', '_forename_', ']', '!', 'Je', 'comprend', 'pas', 'jy', 'arrive', 'pas', 'voilà', 'ce', 'que', 'le', 'prof', 'nous', 'à', 'donné', 'et', 'on', 'doit', 'faire', 'des', 'phrases', 'dessus', '!']"
4829,14550,Graaaaaaave,False,True,False,False,False,False,True,['Graaaaaaave']
4830,14559,Nan c'est bon il est ds mon sac,False,True,False,False,False,False,True,"['Nan', ""c'"", 'est', 'bon', 'il', 'est', 'ds', 'mon', 'sac']"
4831,14561,J'ai raté mon tram donc J'aurais 10mn de retard. désolée.,False,False,False,True,False,False,True,"[""J'"", 'ai', 'raté', 'mon', 'tram', 'donc', ""J'"", 'aurais', '10', 'mn', 'de', 'retard', '.', 'désolée', '.']"
4832,14565,J'ai 1200 ans de malheur et sa se vois pas,True,False,False,False,False,False,True,"[""J'"", 'ai', '1200', 'ans', 'de', 'malheur', 'et', 'sa', 'se', 'vois', 'pas']"
4833,14567,X) moi jprefere habiter a 15 km de montpellier et vivre dans une maison plutot que dans la ville dans un appart pck moi jpeut aller en vile quand jveux,True,False,False,False,False,False,True,"['X', ')', 'moi', 'jprefere', 'habiter', 'a', '15', 'km', 'de', 'montpellier', 'et', 'vivre', 'dans', 'une', 'maison', 'plutot', 'que', 'dans', 'la', 'ville', 'dans', 'un', 'appart', 'pck', 'moi', 'jpeut', 'aller', 'en', 'vile', 'quand', 'jveux']"
4834,14574,Après ce petit moment de valorisation de mes talents d'analyste de relations totalement inutiles pour moi... Faut que je te raconte un truc demain.,False,True,False,False,False,False,True,"['Après', 'ce', 'petit', 'moment', 'de', 'valorisation', 'de', 'mes', 'talents', ""d'"", 'analyste', 'de', 'relations', 'totalement', 'inutiles', 'pour', 'moi', '...', 'Faut', 'que', 'je', 'te', 'raconte', 'un', 'truc', 'demain', '.']"
4835,14576,Ouai mais moi j'vais faire le pont au moi de mai,True,False,False,False,False,False,True,"['Ouai', 'mais', 'moi', ""j'"", 'vais', 'faire', 'le', 'pont', 'au', 'moi', 'de', 'mai']"
4836,14578,Il a passé 3 semaine dans un hosto,False,False,True,False,False,False,True,"['Il', 'a', 'passé', '3', 'semaine', 'dans', 'un', 'hosto']"
4838,14580,"je vois déjà mon samedi matin à faire le ménage après un anniversaire la veille, j'en rêve déjà",True,False,False,False,False,False,True,"['je', 'vois', 'déjà', 'mon', 'samedi', 'matin', 'à', 'faire', 'le', 'ménage', 'après', 'un', 'anniversaire', 'la', 'veille', ',', ""j'"", 'en', 'rêve', 'déjà']"
4839,14581,Oui,False,False,False,True,False,False,True,['Oui']
4840,14584,Exactement. Mais le [_nickname_] cherche un peu quand meme.,True,False,False,False,False,False,True,"['Exactement', '.', 'Mais', 'le', '[', '_nickname_', ']', 'cherche', 'un', 'peu', 'quand', 'meme', '.']"
4841,14585,"Ouais, on va dire.",False,True,False,False,False,False,True,"['Ouais', ',', 'on', 'va', 'dire', '.']"
4842,14588,"Ok, je suis trop bete...",False,False,False,False,True,False,True,"['Ok', ',', 'je', 'suis', 'trop', 'bete', '...']"
4843,14593,Lol pareil,False,True,False,False,False,False,True,"['Lol', 'pareil']"
4845,14601,"Oui, trop difficile jlui ai déjà dis et aussi assez comment dire... chier avec certaines... y regarde beaucoup le nez ! Lol",False,False,False,True,False,False,True,"['Oui', ',', 'trop', 'difficile', 'jlui', 'ai', 'déjà', 'dis', 'et', 'aussi', 'assez', 'comment', 'dire', '...', 'chier', 'avec', 'certaines', '...', 'y', 'regarde', 'beaucoup', 'le', 'nez', '!', 'Lol']"
4846,14605,Loool je vois ca,False,True,False,False,False,False,True,"['Loool', 'je', 'vois', 'ca']"
4847,14606,"Mdr c'est un italien, ils sont tous comme ça. Et en vrai on jamais compris pourquoi avec des potes, mais elles sont énormément à vouloir sortir avec... y peu avoir qui y veux en vrai mais il les trouvent ""moche"" '",False,True,False,False,False,False,True,"['Mdr', ""c'"", 'est', 'un', 'italien', ',', 'ils', 'sont', 'tous', 'comme', 'ça', '.', 'Et', 'en', 'vrai', 'on', 'jamais', 'compris', 'pourquoi', 'avec', 'des', 'potes', ',', 'mais', 'elles', 'sont', 'énormément', 'à', 'vouloir', 'sortir', 'avec', '...', 'y', 'peu', 'avoir', 'qui', 'y', 'veux', 'en', 'vrai', 'mais', 'il', 'les', 'trouvent', '""', 'moche', '""', ""'""]"
4848,14614,Ptdr ouais je vois c'est tellement dur de s'y mettre,True,False,False,False,False,False,True,"['Ptdr', 'ouais', 'je', 'vois', ""c'"", 'est', 'tellement', 'dur', 'de', ""s'"", 'y', 'mettre']"
4849,14615,Ouai comme tu dis ahh ouai je comprend :S c'est toi ou lui ? Sa faisais combien de temps ?,False,False,False,False,True,False,True,"['Ouai', 'comme', 'tu', 'dis', 'ahh', 'ouai', 'je', 'comprend', ':S', ""c'"", 'est', 'toi', 'ou', 'lui', '?', 'Sa', 'faisais', 'combien', 'de', 'temps', '?']"
4850,14616,"Ah ouai sa craint quand les deux n'ont pas la même idée vous avez bien fais, mais 1 mois et demi... ta le temps de tattacher quand même !",False,False,False,True,False,False,True,"['Ah', 'ouai', 'sa', 'craint', 'quand', 'les', 'deux', ""n'"", 'ont', 'pas', 'la', 'même', 'idée', 'vous', 'avez', 'bien', 'fais', ',', 'mais', '1', 'mois', 'et', 'demi', '...', 'ta', 'le', 'temps', 'de', 'tattacher', 'quand', 'même', '!']"
